"","cowcode","country","year","v2x_delibdem","v2dlreason","v2dlcommon","v2dlcountr","v2dlconslt","v2dlengage","v2xeg_eqprotec","v2xeg_eqdr","v2x_jucon","v2xlg_legcon","v2cscnsult","v2xps_party","v2lgqstexp","v2lginvstp","v2lgotovst","e_competition","e_democ","e_autoc","v2x_corr","v2x_pubcorr","v2x_execorr","v2elvotbuy","v2elirreg","v2psprlnks","v2exbribe","v2exembez","v2excrptps","v2dlencmps","e_wbgi_gee","e_wbgi_rle","v2pepwrses","v2pepwrsoc","v2elreggov","v2elrgpwr","v2ellocgov","v2ellocpwr","v2x_feduni","e_dpi_author","v2mecenefm","v2mecenefi","e_peaveduc","e_migdppcln","e_migdpgro","e_peginiwi","e_reserves_billions","e_Total_Oil_Income_PC","e_Fiscal_Reliance","e_miinteco","e_miinterc","e_Civil_War","e_h_polcon3","e_h_polcon5","expend_security_EXP","expenddefence_EXP","exp_public_order_EXP","wagessalaries_EXP","pensions_EXP","total_welfare_EXP","education_EXP","health_EXP","social_protection_EXP","housing_EXP","owelfarespend_EXP","expend_security_GDPGSRE","expenddefence_GDPGSRE","exp_public_order_GDPGSRE","wagessalaries_GDPGSRE","pensions_GDPGSRE","total_welfare_GDPGSRE","education_GDPGSRE","health_GDPGSRE","social_protection_GDPGSRE","housing_GDPGSRE","owelfarespend_GDPGSRE","expend_security","expenddefence","exp_public_order","wagessalaries","subpentrans","pensions","total_welfare","education","health","social_protection","housing","owelfarespend","stability_0","stability_1","stability_2","stability_3","stability_4","stability_5","y_lk0","y_lk1","y_lk2","y_lk3","y_lk4","y_lk5"
"35",315,"Czechoslovakia",1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101524265110493,0.0769864678382874,0.0245377991348505,0.115155784785747,NA,0.466792899370193,0.0809357523918152,0.078248319029808,0.217203089594841,0.0672249861061573,0.0231807548552751,0.0605892382562161,0.045940925180912,0.0146483141928911,0.0687273040413856,NA,0.27882297039032,0.0483015522360802,0.0468241363763809,0.129639965295792,0.0401660859584808,0.0138912323862314,4.344e+10,3.294e+10,1.05e+10,4.926e+10,NA,NA,1.9992e+11,3.462e+10,3.362e+10,9.29e+10,2.88e+10,9.98e+09,0.195734179982645,0.195734179982645,0.195734179982645,0.195734179982645,0.195734179982645,0.195734179982645,0.12830702121232,0.263811890745159,0.296436962492049,0.2691298578056,0.29429329659068,0.273887313709512
"36",317,"Slovakia",1999.5,0.470185033775279,0.869542892435247,0.373688746960375,0.326342462167642,0.557094399820795,0.592144548199643,0.87415767632998,0.749620566001305,0.83407756456962,0.779834453876202,1.86316407002999,0.79175740480423,2.19620755606645,0.687052098591793,1.07753920000978,1,8.46153846153846,0,0.41098769505354,0.321572478000934,0.290678918361664,2.09134463044913,2.34456733186697,1.50243794482986,0.619858824120464,0.862933981920396,0.616287407611716,0.813924545979229,0.712610833346844,0.340815721079707,1.45876224328112,1.59786831278283,0.846153846153846,1.47302390576954,1,1.83609644319527,0.705660455501997,NA,2.27513068844609,1.78373214487076,9.20194757901705,9.04139592097356,4.60243820685607,24.7461539048415,0.00692307692307692,9.08505457692308,NA,0,NA,0,0.532847143136538,0.773261441634251,NA,NA,NA,0.201920435509899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0538424239917235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47066727272.7273,NA,NA,NA,NA,NA,NA,NA,NA,0.04786811893185,0.352477513055851,0.335029362766104,0.35547146859239,0.320346618381062,0.325141329972718,0.0627626636477082,0.278841730383104,0.275565370758951,0.257038257296378,0.297003145004626,0.322878343426949
"37",338,"Malta",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043294308707118,NA,NA,0.257157964550931,0.0402722374590881,0.176233840733767,0.100728070487579,0.107393049580209,0.087898252904415,NA,NA,0.018878340936051,NA,NA,0.122871209556858,0.0146403300459497,0.092325305333361,0.0449761224444956,0.0438588495055835,0.0332347309837739,NA,NA,11852000,NA,NA,73756521.7391304,NA,7470588.23529412,41786666.6666667,23676666.6666667,31317647.0588235,2180000,NA,NA,0.0756070545585292,0.245196292285261,0.21713103835667,0.217348981171342,0.239847185828517,0.188736078253023,0.107827449236344,0.206532025680341,0.193919356505299,0.185535984102486,0.220796245416744,0.188927222745243
"38",339,"Albania",1976,0.118442998243529,0.335225308478555,0.687623313123261,-1.58188565987164,-1.35386644838451,-0.753850292243162,0.725580967840601,0.797159266276438,0.447255837135628,0.279286087169999,-1.61517406216889,0.620402644892208,-0.454739703999488,-1.11666573719741,-0.928001498092436,0.229508196721311,1.67213114754098,6.75409836065574,0.237473357627553,0.184462152421475,0.276597807397608,1.63371930551216,1.13786457124973,1.62738613296173,0.747552250433884,1.12228551551838,1.39765458141468,0.496219307828449,-0.627794645726681,-0.933934904634953,1.13405973955619,0.258137861882251,1,-1.47087523501888,1,1.04928721401635,0.208346744052699,NA,-1.56959812040486,1.28791445531983,7.4304436246554,7.61377591417547,2.83271007372865,29.4363636537032,0.0893751428571429,132.949352534483,NA,0,0,0,0.086124526672676,0.140296546013459,NA,NA,NA,0.16649178614219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0646891433459062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17173933333.3333,NA,NA,NA,NA,NA,NA,NA,NA,0.034185176715255,0.364912158403097,0.431426944651923,0.289371548382482,0.32611465667824,0.270754092336934,0.163336374174072,0.17101608059825,0.201479151584196,0.17919312938644,0.18611564881775,0.177585078942302
"39",343,"Macedonia",1998.5,0.310306616051928,0.569016763519576,0.518269863302172,0.926048384452025,-0.461721901666796,0.192028093292382,0.826369844377041,0.738901305943728,0.745892975479364,0.676185838878155,-0.0164304439814993,0.78288010135293,0.69574888306157,0.201733651820166,1.04685993704458,1,6.9375,0,0.590240793536464,0.483506638556719,0.630522649735212,-0.340531844843406,0.393831029393228,-0.0508303492131325,-0.608801579198599,-0.477989220417454,-0.352030662710438,1.1329129049117,-0.421733798459172,-0.490082545205951,-0.328612105971,0.45355716005807,0,NA,1,1.59222182806361,0.454633535817265,NA,1.30068942111303,1.07113370210096,7.99718114307948,8.48144459724426,-0.261943295598031,30.7375001907349,0,0,NA,NA,NA,0,0.471452133996146,0.43335497379303,NA,NA,NA,0.215578599522511,0.24185810983181,0.12450559809804,NA,0.12450559809804,NA,NA,NA,NA,NA,NA,0.0909555893052708,0.0929987769987848,0.054461283609271,NA,0.054461283609271,NA,NA,NA,NA,NA,NA,13085500000,NA,18198888888.8889,8.281e+09,NA,8.281e+09,NA,NA,NA,0.0642282184523003,0.32316558850954,0.280460335822989,0.38143554977669,0.295451856426913,0.276186901377412,0.226977732227212,0.324745861478783,0.3631526885663,0.323502439304796,0.348721639383773,0.344377165025995
"40",344,"Croatia",1998.5,0.363599061554945,0.0396814265088837,-0.348108854923786,-0.0223060598603125,0.112361476226664,0.399144486416084,0.651227502028147,0.850597735246023,0.653046323855718,0.478051108121872,0.450438458604016,0.739975555737813,0.719852919659507,-0.0220100963629348,-0.191786049163657,1,4.35714285714286,2.28571428571429,0.504881642967575,0.564840340614319,0.573935595154762,1.28268467311349,0.605355466177121,0.0384407899858775,-0.0640326386945391,-0.464496017183354,-0.610806768172215,0.173019739388636,0.334325330331922,-0.132811120478436,0.60439115067719,1.17121589419272,1,0.922091230815398,1,1.54860159322883,0.885557234287262,0,0.44023192831843,1.3161055163218,8.43940970102946,8.89890174865723,2.73610846201579,27.9366666793824,0.0940837333333333,74.9870558666667,NA,0.133333333333333,0.0666666666666667,0,0.372907536228498,0.580204004049301,0.393103953864839,0.270682796835899,0.122421155373255,0.310582247045305,NA,0.313087289532026,0.121852850748433,0.00733637736670467,0.145315190984143,0.0385828732719852,NA,0.105890551848071,0.0751587195055826,0.0307318334068571,0.0828200136976582,NA,0.0806440519435065,0.0299096581126962,0.00165677190774919,0.0370138678699732,0.0120637542568147,NA,8090188888.88889,5419844444.44444,2670344444.44444,7740577777.77778,NA,NA,8324211111.11111,2786677777.77778,197577777.777778,4094377777.77778,1245577777.77778,NA,0.163336374174072,0.17101608059825,0.201479151584196,0.17919312938644,0.18611564881775,0.177585078942302,0.0778626623023344,0.269716080203048,0.259860332429702,0.283638119402578,0.270755121827401,0.321547826963346
"41",345,"Yugoslavia",1968.5,0.0523340138844474,0.00572166838393694,-1.0190236384888,-0.665805950688665,-0.183774398755462,-0.385711892293288,0.768214135066323,0.78971902443015,0.433881251060444,0.176815346531246,-1.87882665136223,0.684883807016456,-0.435926083365762,-0.976366914808224,-1.01396890688831,0,0.227272727272727,6.68181818181818,0.584897471622297,0.73554453642472,0.47847838829393,0.256421347060581,-1.43929901356043,0.310720387721818,-1.16314219344979,0.583449296722515,-1.16750658106822,1.00951387429464,NA,NA,2.2822988016986,-0.132293284903987,1,0.105786673254235,1,-0.0995467954176624,0.275921422502269,NA,-1.52473454167754,NA,6.4701061362312,8.11879329681396,3.4406230403957,27.3000001578495,0.284146341463415,30.3033804068889,NA,0.0217391304347826,0,0,NA,NA,0.548488672032501,0.548488672032501,NA,NA,NA,0.0177984314505011,NA,NA,NA,NA,0.0177984314505011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99170684848.4848,99170684848.4848,NA,NA,NA,NA,3.769e+09,NA,NA,NA,NA,3.769e+09,0.144529714978823,0.322233834081567,0.383743403224986,0.370446524909223,0.369648474956467,0.346084692546633,0.195734179982645,0.195734179982645,0.195734179982645,0.195734179982645,0.195734179982645,0.195734179982645
"42",346,"Bosnia-Herzegovina",1999,0.197662395365334,-0.505344166917136,-0.255391837749698,-0.0876124756158433,-0.22313213437049,1.55080705876068,0.544298632939657,0.634402859210968,0.444737229744593,0.405518461267154,-0.248837312294243,0.625818022092183,0.178636402858724,-0.590352102768876,0.387126797506998,0,NA,NA,0.555510192229298,0.567494527498881,0.5802947640419,-0.935748856784292,0.142549992810739,-0.526181957669704,-0.192584079618981,-0.427321979506126,-0.815357608635128,-1.23859689542862,-0.852846346795559,-0.555146418511868,0.114097431546868,0.126973898513781,1,1.70294292543374,1,1.152159459009,0.915364742279053,1,0.494581226627195,1.74841526348054,7.91668891906738,7.96321527774517,15.9923149545987,30.3566669464111,0,0,NA,0.133333333333333,0.266666666666667,0.266666666666667,0,0,0.114892587065696,0.114892587065696,NA,0.114385597407818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68e+08,2.68e+08,NA,2.64e+08,NA,NA,NA,NA,NA,NA,NA,NA,0.160107508121007,0.240559549624105,0.250712130201927,0.340352451347502,0.244742394032242,0.333857514088215,0.108920209287172,0.164238474717895,0.217421087615914,0.185549816358524,0.182356521694121,0.177720330887485
"43",349,"Slovenia",1998.5,0.718019976098817,1.85087475825474,1.54021483112212,1.78601785206605,1.88823175048712,1.67763152720633,0.965005204081535,0.954387295991182,0.857648029923439,0.898903645575047,2.256747094826,0.906022377312183,1.90556795759975,1.80878882776371,1.47933043527833,1,10,0,0.18292466601262,0.162037409376353,0.187306970357895,2.15297409807118,2.22433078692761,1.52685041163393,1.32458356457746,1.12359408242839,1.22181209863333,1.37687725215067,0.905697181820869,0.978131674230099,2.21174800069462,2.77946101518433,0,NA,1,1.44642867633621,0.460062591359019,NA,2.11422119064567,1.51811050473551,8.57754865288734,9.45126777887344,2.58573386073112,26.256249666214,0,0.103032797333333,NA,0.0625,0.0625,0,0.529609821736813,0.772614020854235,0.0323165496811271,0.0323165496811271,NA,0.198047544008919,0.269709497690201,NA,NA,NA,NA,NA,NA,0.0141581355128437,0.0141581355128437,NA,0.0849776246717998,0.114990668637412,NA,NA,NA,NA,NA,NA,1.6875e+10,1.6875e+10,NA,301864285714.286,NA,540942857142.857,NA,NA,NA,NA,NA,NA,0.0356091138552888,0.348773133373605,0.322168462694554,0.282543496296739,0.340827271507947,0.363688394381612,0.0772884075156822,0.305552046684491,0.320670510933344,0.290859204579291,0.297627069269247,0.322960921162001
"44",350,"Greece",1976,0.490312110654497,0.939565526171123,1.22771292285965,-0.00648825052209839,1.00928703637212,1.29000931403974,0.752260084034967,0.755921725366936,0.717029656054544,0.720886197002208,0.103452631385623,0.844620583487339,0.830976051335624,1.38112182994398,0.923829593811465,0.836065573770492,7.46666666666667,1.71666666666667,0.436513919901946,0.474514017339613,0.419191944306014,1.03883358643056,0.967102915698128,0.976119537475479,-1.14882378646571,0.98521696907716,-0.944519367307245,-0.356328672875519,0.747162044048309,0.821810506284237,0.951325155216545,1.99187775213009,1,0.255248655772138,1,1.35186806625807,0.495200600291862,0,0.927151082885286,1.92029140432262,6.93944276747156,8.70994711703941,4.8975524906008,37.3020000839233,0.0206963934426229,7.4795432452459,NA,0,0.0655737704918033,0.0655737704918033,0.330180442724072,0.380698690389065,0.166568288126507,0.159165370303231,0.0547815881669521,0.279396021022246,0.0906830991689975,0.229787629925542,0.0984268289369842,NA,0.0597227983176708,NA,0.158913876288212,0.0483674211427569,0.0483674211427569,NA,0.0817748121917248,0.0284647066146135,0.0824508289806545,0.0312038781412412,NA,NA,NA,0.0512469480745495,255352891891.892,255195270270.27,1166400000,908215384615.385,NA,289371192307.692,799231500000,281497972222.222,NA,3.31e+09,NA,715588730769.231,0.0908035740704039,0.175042904994026,0.154393041024976,0.146157782992319,0.179834863957589,0.167550997870859,0.0960005909087373,0.28972465885201,0.282439691502622,0.286773317359656,0.28183361320044,0.272742138643506
"45",352,"Cyprus",1983,0.496834374490439,1.342776348825,0.250825587063721,1.06226271267117,1.21939814967621,0.77661009803174,0.542944861219284,0.772642834389463,0.877234640273642,0.773454452338426,1.28561438399628,0.799384368226883,-0.129636265265671,1.19419972655534,1.4305014138861,0.638297872340426,9.42857142857143,0,0.341691736949584,0.282778434613918,0.221880631243929,0.181134187584429,1.16410878458614,0.531694141710797,0.853872979345447,1.17553997528281,0.733548621723895,0.963390349822218,1.20156994462013,0.932902939617634,-0.0535508890456449,0.110399596794565,1,1.68034483843859,1,-0.861308130612395,0.340815165099945,NA,1.83810708090468,1.67727358519254,7.93984825053114,NA,NA,25.0195118973895,0,0,NA,NA,0.0425531914893617,0,0.287840476826481,0.409931209100329,0.144046900048852,0.0586037497948079,0.0808160895338425,0.415781382719676,NA,0.196093822518985,0.114153790999861,0.05072700062936,0.0361355870792812,0.0105269283854536,0.039992669464222,0.0360116867038111,0.0178989734849892,0.0201859347183596,0.130337566137314,NA,0.051084528133894,0.0270398491146889,0.0127306021749973,0.00977537374604833,0.00295290447372411,0.00591748920851388,9550050,5433916.66666667,6430307.69230769,380040000,NA,NA,15295388.8888889,8e+06,4721272.72727273,4089363.63636364,1371428.57142857,2342857.14285714,0.0778626623023344,0.269716080203048,0.259860332429702,0.283638119402578,0.270755121827401,0.321547826963346,0.107459686696529,0.379978481956608,0.305103008067649,0.339336461634164,0.381728497855571,0.3583580993059
"46",355,"Bulgaria",1976,0.186190196609805,-0.764262715514403,0.371682224559124,-1.73153322869816,-0.52193227509084,-1.20694362025501,0.632219604781416,0.915479398164593,0.401425030876378,0.304970807472213,-1.10807861659492,0.928307847898515,-0.765964740216045,-0.720691285846118,-1.07253729925686,0.278688524590164,2.32786885245902,5.0327868852459,0.37949926514736,0.788545828862268,0.394411042088368,0.936633514700661,-0.56425538655393,1.30958769295641,-0.205836877594429,0.618166086650907,-1.70620539432974,2.34831943447224,0.0117263199063019,-0.220817272551358,1.93732987293285,0.500319094487623,1,-1.5287815561632,1,0.471554375425067,0.352588989207002,0,-1.33219718108027,1.71648511869194,8.10418032818153,8.40752566488166,3.00614913233689,25.0399998855591,0.0148181818181818,3.91318158224138,NA,0,0,0,0.123503444136166,0.266025411321762,0.0958517589851429,0.0657309889793396,0.0539373743037383,0.120537919077006,0.198009348389777,0.591542581717173,0.111139429112275,0.118507767717044,0.361895392338435,NA,NA,0.0424357900690091,0.0247409008443355,0.0203019628922144,0.0497123057904996,0.0827952433181436,0.222732812166214,0.0418431883056958,0.04461620002985,0.136273423830668,NA,NA,1295768421.05263,7.96e+08,655333333.333333,1603831818.18182,NA,2588409090.90909,7.184e+09,1.35e+09,1443666666.66667,4390333333.33333,NA,NA,0.0854191168488215,0.244139462531344,0.264365161238195,0.246357939241919,0.273718739201674,0.261838812455145,0.114096142114825,0.315522147280086,0.342639664493432,0.311588888127549,0.316058155157236,0.339421724502942
"47",359,"Moldova",1998.5,0.298643637114323,0.0923831719606435,0.0159732444573997,-0.136340512820199,-0.140454315515674,0.119564357131979,0.769883740693331,0.765654232352972,0.729267127811909,0.654290853068233,-0.0610730351856834,0.547579076141119,1.77635206124559,0.344239125418499,0.177633031546718,1,7.25,0,0.727819909901407,0.703467208892107,0.690463084727526,-0.146781727706643,0.608730629700204,-0.647282713063632,-0.693362553454964,-0.832048381096304,-1.4869416246499,0.617945728969571,-0.641144663095474,-0.426609069108963,0.386499810589324,1.23944612824438,1,0.671120436054209,1,0.637786563699241,0.733624532818794,NA,0.461932941134192,1.01761138355627,8.58146053552628,7.94223728775978,-2.49718532338738,39.2218753099442,0,0.10506322375,NA,0,0.0625,0,0.332461074988047,0.605154922375312,0.0126288240509374,0.0126288240509374,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00455007465955402,0.00455007465955402,NA,NA,NA,NA,NA,NA,NA,NA,NA,83857142.8571429,83857142.8571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00577463816688151,0.299566272428023,0.282818484139123,0.318359341025005,0.282803140219484,0.345467982363896,0.130965666878451,0.174539035412133,0.21201626749979,0.20976394891123,0.222290331601026,0.218284487320254
"48",360,"Romania",1976,0.115810084111386,-1.39740180338794,1.19350215098491,-1.89366074281277,-1.84664096780574,-1.5810009009769,0.531115525081509,0.870141368420398,0.181886753647542,0.195044564602316,-1.12400170995746,0.691244588523615,-1.1287516326187,-1.91640513248815,-1.81262320523727,0.245901639344262,2.08620689655172,5.1551724137931,0.470564950410123,0.816228813812381,0.554005162637742,1.71188706065743,1.24545303710224,-1.34352869403139,1.0523708143825,-1.01434973385064,-1.45892264796268,1.89393185842787,-0.3393635135144,-0.161766762612388,2.0106243109497,1.91058242898407,1,-0.660075189678065,1,-0.79653334358525,0.191343370405194,NA,-1.52832301804628,1.69086879518009,7.86822981912582,7.93361184514802,2.48586456238159,31.1444443596734,1.03620891666667,102.66282004918,NA,0,0.0163934426229508,0.0163934426229508,0.108219428629172,0.240407519518061,0.0859713597223163,0.0539901068434119,0.042641671312352,0.147638653963804,0.122655348479748,0.461680090427399,0.0939158538977305,0.0947054202357928,0.282731984059016,0.0532917372882366,0.27278538942337,0.0312965947056287,0.0199463733128811,0.0143769475631416,0.0537531934678555,0.0567755736410618,0.168027323327566,0.0321785812576612,0.0323104107131561,0.0967341075340907,0.0181369228909413,0.125529699027538,24453900000,18854200000,7466266666.66667,44476100000,NA,4.654e+10,116681450000,23299266666.6667,21872733333.3333,63964666666.6667,12058600000,1.0314e+11,0.108208576119218,0.13290402375232,0.145589715731182,0.125037441640844,0.135539170620781,0.155334813017131,0.0999923487469641,0.283726597729273,0.256221401973437,0.252967155188755,0.271530786032959,0.25718795219053
"49",365,"Russia",1976,0.125720841578162,0.826255482095741,1.13468627831328,-1.47061578539752,-0.521028149472414,-0.45192812548034,0.6116747831712,0.878194939894754,0.114133467806167,0.182136949090684,-1.68421682056952,0.782961646064383,-1.35288476774005,-1.58888947927332,-1.17226439375062,0.180327868852459,1.34426229508197,5.44262295081967,0.469306072272433,0.699326847420364,0.614044143528235,1.1283288595409,0.0647861464134835,1.34172122924004,-0.363076742454222,-0.574485393613395,-1.05799236874273,1.8994883265483,-0.509275283664465,-0.93291424959898,1.85948179214981,1.68123019439067,1,-1.00032926717927,1,-1.41370766636915,0.145937480120233,0,-1.42154361178219,1.55855479590088,8.4574113361171,8.50081216311846,2.53756330089333,32.7717947837634,42.6737843137255,426.813343360656,NA,0.0327868852459016,0.426229508196721,0.163934426229508,0.169341802597046,0.265345066289107,0.209052127386842,0.16416741588286,0.104730993509293,NA,NA,0.115241641977004,0.0363583907198447,0.019481997870441,0.0618662094431264,0.00030816641325752,NA,2.98041815230889,2.97378509544901,0.0154771320521831,NA,NA,0.890407295564991,0.586886395556995,0.2107768359461,0.134644686136328,4.63005853816867e-05,NA,791342857142.857,698771428571.429,2.16e+11,NA,NA,NA,3.1195e+11,143961538461.538,58107142857.1429,119735714285.714,1e+09,NA,0.119168717776165,0.184844170174484,0.199371911597372,0.173977740641355,0.228758629100882,0.251793477486799,0.0697898124298688,0.259294611174781,0.370375048279576,0.391722715855118,0.31196124232424,0.353781548763979
"50",366,"Estonia",1998.5,0.81348412763484,2.12353438872119,1.34203688529111,1.52549131073372,1.9057200359205,1.55285903582222,NA,0.946866061538458,0.963540460914374,0.949674978852272,1.24542671111979,0.825932741165161,2.20482336330947,2.19457408254116,2.59329211648589,1,7.9375,0.5625,0.141281542733579,0.123406741768122,0.0832521241391078,2.00600138832274,2.50022187321482,1.64550917575074,1.87828395985038,2.07608812129625,1.43167148527999,1.81369284342917,0.822923578321933,0.754659425467252,1.59130203810037,1.27704945896766,1,1.25430982364319,1,2.03791887607419,0.489526009187102,0,3.27088641983606,2.03197728104579,9.14340049028397,9.37909162044525,4.3302831472829,35.1843745708466,0,0,NA,0,NA,0,0.50240606708186,0.767173686197826,NA,NA,NA,0.217842524701899,0.172037584850421,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0855551734566688,0.0660032843454526,NA,NA,NA,NA,NA,NA,NA,NA,NA,5868727272.72727,NA,4.299e+09,NA,NA,NA,NA,NA,NA,0.0526829312245052,0.3235949345963,0.403686313329321,0.262269133517957,0.347165746045656,0.362458904086683,0.196096345517242,0.196813301929853,0.201211195078427,0.210025282698405,0.219901276054778,0.209846846457334
"51",369,"Ukraine",1998.5,0.328375998215313,-0.259418197092572,2.10901390814033,-0.672631915686352,0.322520910342497,1.55358449322335,0.589789230376482,0.745369508862496,0.419921444728971,0.639194719493389,0.415672846282259,0.449573215097189,1.43810784273333,0.826615276995269,-0.158684643576862,0.8125,6.375,0,0.774779694210118,0.826768428087235,0.769624136388302,0.0504158517690885,-0.223406791133144,0.620381483988675,-1.62204782139584,-0.891040813938707,-2.03585979282762,-0.521879148544711,-0.659402877092362,-0.906696274876595,-0.805711381452727,1.12113851845982,1,-0.519417141039235,1,1.33430133347027,0.623797401785851,NA,0.506067581503553,1.29989205740555,8.44933331012726,8.13571980595589,-1.28125457838178,36.056250333786,0.395,18.4982846066667,NA,0,NA,0,0.384019198517005,0.743498071034749,0.0617757344787771,0.0415356958454305,0.0445280864834785,0.192234103878339,0.317149584492048,0.471801932562481,0.107519818300551,0.0865334685553204,0.408032302345548,0.0246392896709343,0.0170577568933367,0.0244728691706603,0.0172635230489753,0.0158605618402362,0.0761941919724147,0.127875352899234,0.184560412033038,0.0445890159092166,0.0361776179210706,0.151685874376978,0.00902089119578401,0.00860168583070238,285476181818.182,284228181818.182,2745600000,26403333333.3333,NA,46294333333.3333,1246240909090.91,571274363636.364,565744636363.636,21913857142.8571,1.322e+09,3.46704e+11,0.153244513851945,0.249131720072945,0.298248378840846,0.303168757666714,0.29720451810079,0.259386734023493,0.0526829312245052,0.3235949345963,0.403686313329321,0.262269133517957,0.347165746045656,0.362458904086683
"52",370,"Belarus",1998.5,0.135596162746117,-0.836263767070503,1.41801582075653,-1.23271530266638,-0.889726329200191,-0.803866407115842,0.659110125154257,0.872884389013052,0.258004581090063,0.296693763695657,-0.615542810181095,0.685551974922419,-0.218114963819694,-1.05167845717399,-1.26312391854406,0.0625,2,5.0625,0.505982853096154,0.501727955415845,0.737819470465183,1.56331868890567,-1.63720209888944,1.27859622329158,-0.899676456041538,-1.06802430378257,-0.492515106507354,0.523662335813469,-0.879482112824917,-1.09528445452452,1.35797645618975,1.18375389565558,1,-1.7363958848944,1,-1.90378222651763,0.0966059076599778,0,-0.843308705194333,1.11532340597075,8.75091403722763,8.79447662830353,2.71656860411168,31.3124996423721,0.198,43.3723876666667,NA,NA,NA,0,0.0480024000008901,0.0480024000008901,0.0717504893740018,0.0360341157764196,0.041211182151948,0.189691275931322,NA,0.48600775996844,0.162325037213472,0.121959220331449,0.159106470396121,0.0638170064641879,0.189100913703442,0.0277576367419291,0.0139148559159366,0.0159724321437562,0.0744531873900157,NA,0.190677330017206,0.0643229851355919,0.0483093800453039,0.0639536954836027,0.0254660513825141,0.0527873050014024,8262613800000,4173187200000,4.718568e+12,2.6908051e+13,NA,NA,71992197333333.3,22840503769230.8,17217131307692.3,29020650466666.7,9516296769230.77,5.6e+10,0.105533955828271,0.119563327302316,0.156666961040825,0.158168387842734,0.153594775982672,0.129721529143989,0.126601077368238,0.212242553879344,0.22547611331061,0.215028419224557,0.225361391764758,0.228085703468725
"53",371,"Armenia",1998.5,0.310506092802809,0.202106140760988,0.904337167188387,-0.183208912356286,0.063910577370523,0.994918424581138,0.831358574330807,0.800614155828953,0.288541893474758,0.322990925051272,-0.782518047365757,0.396746231243014,0.585171565235364,-1.05612312709663,-0.763528889723271,0,5.125,1.125,0.690227039943288,0.643211923539639,0.542431375943124,0.053905565357751,-0.532465018317329,0.551858189986976,-0.671110890968719,-0.0358301429399097,-0.593610736468286,0.855151230260019,-0.305540725588798,-0.415008384734392,0.26055244032508,2.29390496312237,1,-1.48828337512657,1,0.32388547488222,0.32563491910696,0,0.0150444453753865,1.04519461873693,9.06027513742447,8.47332516312599,4.02511826157569,41.8625000715256,0,0,NA,0.25,NA,0,0.297633923057999,0.368128864094615,0.257108300924301,0.189957648515701,0.0671506375074387,0.112031933541099,0.0282937002678712,0.184795919805765,0.0744119398295879,0.0541226286441088,0.0762250423431396,NA,0.0362976416945457,0.0528606958687305,0.0390547253191471,0.0138059705495834,0.0525689371861517,0.0147457874845713,0.0743655655533075,0.0358486156910658,0.0269497875124216,0.0156716424971819,NA,0.00746268639340997,4.25e+10,3.14e+10,1.11e+10,10510333333.3333,NA,2345166666.66667,21088500000,6956500000,4.832e+09,1.26e+10,NA,6e+09,0.209889893555482,0.324323392396905,0.429440137434739,0.261545575500184,0.333787082649938,0.279637222801183,0.115644151953236,0.277369161161077,0.278756726287255,0.264702610223444,0.273382018632884,0.281879583509447
